index,sales
699868,5742.498997209242
265929,4950.611479622714
154648,5452.983789812297
376328,7310.346361947741
530275,12594.499379421208
441109,4480.079399008325
26050,-20.864596789560558
247671,-21.366443361267454
615467,4079.2636659537457
267972,6885.309295405775
22318,4587.44406998779
430083,4474.419580029594
510014,14114.543322948022
343803,5793.798171543693
85161,3942.1192127928316
505852,7180.858588180516
266131,4109.596182907044
397091,13810.996502676076
112013,234.0092031263993
492019,55.78398229967521
73240,7224.027165859056
203948,7145.626691424287
603210,2.271253297365315
82813,-26.313761418163683
634511,6653.425456334738
28171,9726.194033161542
198571,8716.863977666193
70073,4.27928977176757
551321,11324.756390517983
509286,5122.3083917197155
24413,7191.1038377749255
367168,13734.498789190813
103724,6301.11500945686
704886,8291.363629477655
568270,7465.052171177951
627934,12477.4780826672
520091,7211.000898908257
505933,4542.025304800721
67603,5282.345326661187
96570,6030.197276883164
696883,-24.160694596536903
216455,3428.3316543465244
472114,16104.999150010326
437836,5622.988349248648
467331,17453.549014352506
423483,5023.209714414012
533535,9062.29127344923
82465,4201.021810743856
245480,8073.10666772659
155723,4692.941344150717
167485,7190.960481104402
574217,6226.4839087317405
307718,4734.863422042264
250666,4432.446317467537
233447,15456.742389439878
9408,13098.819799215751
532318,8600.778030469692
213221,9641.106792410063
149118,5289.593026318009
643815,5110.7755988452745
205464,6559.747190944438
172737,5602.038114852425
358803,7417.266952217272
432064,13765.159622614518
243176,5217.770415117629
165487,7296.397356451644
206630,15354.451569711582
380228,8442.974685235271
278339,5934.8580877907925
125602,5369.16162096758
707930,7562.129100984308
647013,5843.967802332887
404917,94.95133163385326
607690,10927.974072688346
63394,4.221138176034324
334403,7728.373024355094
440195,88.80847860633016
87636,5802.889597803634
189540,4555.940122868969
18218,4038.4912226593624
396021,9043.731488193589
442052,8027.2177218416755
397202,5564.181919292276
251121,10751.945781620374
463013,107.16744697095754
655331,6106.494302200992
327407,4706.090432502617
355157,-3.1969886065525603
654124,7494.793725331945
602473,8873.291051111548
414480,9097.052125235556
574764,9517.467720347375
136740,10679.623219082761
240843,7493.22261714259
130323,35.58177742817971
688030,7251.376917569876
43133,10814.280212399057
172856,4022.747344662663
446048,20.401822927880445
36534,4552.738844423861
612801,6963.229763197291
256750,6946.974187277003
623446,5627.07394332731
63314,11467.58509844676
238452,1478.145675122186
43919,13604.778895868156
258378,6671.841766454307
59774,7788.034496030522
31637,6162.300106559247
673741,4189.142455411216
659942,3823.1776765818963
349639,5015.443202063068
394865,5604.437414100821
255648,4479.182714717263
379128,6577.703569504949
540897,6751.607658413531
662220,4220.636475150619
160268,4966.709522067916
654290,9752.934961810177
599039,7969.260746806312
651027,58.194336555923414
553569,6236.669215336576
271750,8335.40209878079
709864,6696.376264699365
300796,2671.760598093993
413674,3817.7993257283833
8402,5174.506098427386
310059,3795.864818171055
319105,5965.845096633195
689752,4869.107320727212
516276,7646.231793858091
338342,5102.689948382467
666229,6874.3283045596645
8353,47.228414020934835
386012,-41.01887871644527
471619,5581.070613557291
612347,6106.494302200992
514445,10325.794329212378
396179,8220.92883286903
590638,7047.518212976892
683448,4544.603354410225
218062,4529.342518203329
706606,5280.636023841586
453487,6108.808401755281
240904,30.039927407296066
326681,5863.1208882291585
272937,8043.150097660097
11415,75.28286135035735
436957,4615.644573981892
171033,5338.229830603915
632521,3195.90893987918
179002,113.58748702200509
345971,4496.870918784769
463457,6524.2416644434015
674866,8014.467312000035
479231,47.228414020934835
369184,4735.4058802600875
564608,8791.545708473224
421305,3647.4106244654004
312789,18848.56223454681
548456,7060.1607169729195
195259,3656.4990457089866
669573,9957.659830834451
599293,5508.843359754492
33900,5052.8973157795235
74619,3716.217688769976
284898,6576.589806838492
402135,219.6730638770211
447277,3694.5392711753184
588164,10575.47129793042
456931,7638.5465776109795
221701,5503.465478815208
535271,8489.730465570943
171677,7937.790111767139
226127,5076.436133260203
414979,8726.121792746691
500051,25.043342465379812
329177,4877.816157997892
541113,4521.448285882853
124681,5571.761905719252
284177,53.50214842772578
90749,6526.895974548933
237894,7146.301781041386
506152,5164.223895263906
622882,293.79120829445685
34430,10753.322181232892
268594,4688.854303709038
368485,4350.502890245428
602478,5474.209092826401
202788,6169.1735312163255
675955,6544.185033845349
611958,7878.810722552336
597571,5538.509177275242
317074,49.8238809310241
380943,4758.251788415335
649251,-41.16048583972413
386136,30.039927407296066
411910,12403.465074031616
119756,6866.060239923405
251963,5801.314435758684
292719,9748.752079234331
77065,4724.76901625612
206967,5524.3230247514775
521339,4090.790647840824
363365,27.96840359647241
481077,3311.407942774189
711386,7163.5355832716605
66970,7321.4661491493425
435729,5441.344966337715
426284,7824.08709408677
435236,6628.562015903351
199039,3480.53413916304
99250,2947.749983672862
580140,4956.902175718954
254820,10121.777590532492
155130,4416.480987449643
503682,3793.455219725406
288534,6751.212693910397
67050,4817.502554757555
174771,9711.874667964728
442288,6870.05585078563
606734,5584.802672477434
431156,11178.359595084015
424121,7122.772612049
557753,5796.750053903617
520831,9803.929976536914
376589,10492.502982113032
7670,12.712208715559177
303546,8969.783008533268
236740,9731.752394440822
145734,5972.2501289393995
134420,7091.892403814428
691699,-129.87759597872707
233889,6292.3012381518765
653554,9122.19800368365
481046,5508.2355666633275
423103,6349.240921088707
693486,53.38712171177223
90193,8220.032655996176
119482,5886.591892781618
525167,4219.047164323029
239754,5326.113837623627
332806,7657.096916355998
142056,8.144187768710948
673000,97.49368009469423
567353,6503.702101533399
696641,5566.988622015101
628766,65.64475687094176
544695,12355.599118594726
652921,15313.08366471959
436682,7770.614572076619
158580,6608.613821107819
184394,4664.387149940072
523534,9562.25920929857
133026,7911.464827203107
296285,5074.203582270341
14477,9101.707601671735
130799,6643.799999386845
17306,4284.300387258918
617975,7346.692328624249
668657,6964.837028945364
460228,-8.359836518577119
26534,8068.340702515105
8504,7994.478337749657
253700,4643.063928862888
586553,6448.550954366033
463307,7410.388080207734
245670,6163.646990984308
291128,5309.851723096518
615053,130.799182994288
263461,8234.157504535116
42414,7452.283900354659
527688,6186.949506372901
697845,5633.545695960998
28136,9542.488482858771
245444,7653.158120841337
394116,-41.021795767026966
601504,47.228414020934835
349857,6472.475621440127
658989,5417.532180447342
73913,14496.733119667
579219,5549.280826114473
628094,11351.912606195427
430442,4359.830682345494
694123,10329.29508029451
637678,65.64475687094176
697006,6022.357240619422
174454,5404.987694683603
290329,6010.9694381745185
79977,8770.158825037304
561228,5658.987604376874
645402,6973.935224955653
187053,5066.53796525113
545699,-5.837586929045463
101633,48.36184590189014
281213,8265.661179761522
303302,7699.753505849796
358148,9715.160222946242
686634,6845.376333833525
66159,3.0120739634549674
668588,3679.0051210515626
402857,32.43413196659861
354382,2941.01898328096
12107,2992.793268483645
469435,7863.739166151381
500089,4926.98227552197
290988,6558.356535452825
178794,7822.13490279408
624708,6375.8957878898145
677489,9476.830034183507
298677,7646.7382185195465
703190,10147.508211057519
130811,6745.234741487679
110239,10372.59958097743
624648,9464.859264165036
217090,6674.688160131761
110364,6460.512318206907
678970,6488.467743092411
418148,4954.556102941187
445220,6238.811518753257
126944,7334.8068813120135
349411,6639.710695641022
630781,6.420048230124061
463948,3393.555806330743
452373,82.76617295375569
324245,7350.486252387305
222694,52.70319351099369
48646,5908.2345107151195
626354,-10.969700734301435
651600,4077.035884027096
85679,6644.024193425952
183869,-10.969700734301435
283159,-45.821449208461544
634703,38.934326131460985
706142,-322.3186072495004
522728,6497.973513804678
663580,6204.008414214661
46119,5239.076745634967
250823,12534.668014492592
613782,6512.179340050336
200809,14106.240379446535
269386,44.07338431102823
288820,6733.367627092851
365858,0.8781982092403829
616253,6799.149345227592
260287,3418.9600070692054
168584,-38.40279809938128
667415,-56.52994990472434
666578,15.077314023374583
443663,9453.554669447114
103282,11051.751889496709
659814,4216.271797496861
204523,5593.273907876065
105679,7528.968855460867
571093,4031.744094986377
41097,11820.978599916354
139328,5465.425437538227
338773,5759.240048044893
196518,46.44091508062133
283593,7352.434329758669
260425,6159.968946938608
8772,4371.394412679784
165827,6918.490078491907
711567,3425.9613035144384
25887,124.2888630537715
46929,8572.773508547789
252401,5635.027207951285
544688,7473.87685686112
630754,2749.651950003831
355922,9915.190091564613
553915,5518.54681521853
491425,7554.220955166511
42394,4579.00999660998
178531,12055.6747913327
63227,10585.083850860192
513313,7442.080763536979
522520,6697.957587569484
492008,4263.27708565419
26376,5129.239124456956
141308,6059.408608378647
695853,5518.243357834151
699596,2492.6143001055957
11724,6707.049087407068
475449,3090.440705078644
77094,6538.433135236371
596587,8436.365640952778
424708,8859.584845859554
133400,4443.151576711561
372317,5455.0058642878885
469875,5939.183954105716
489986,6496.217944622205
76537,5427.285184528662
228691,6788.747861147251
500104,5756.378335883371
351509,7163.943169575713
403418,4781.231748146846
141754,8215.280651281577
708723,10720.507477543597
606514,10387.774742971575
573456,4027.6429765395806
412036,6915.2256871582595
454167,8796.700226238225
536326,5797.036645697916
195050,8033.350686411649
401658,59.461985410439716
666654,5446.046677314994
549369,6871.575789881655
525044,7320.19540704965
92889,6735.287556553561
417990,4128.334380514963
560400,13836.72767272453
332572,4311.623885509628
380004,6262.079336286225
380320,15858.627936709365
485277,8023.740539694581
214984,5342.859377658019
347030,20.447326371607513
554331,9673.198277723397
180182,6361.994259812508
91585,9079.22870955959
337287,4253.949637142635
5922,5574.187830146689
668590,8605.581767296042
162038,94.95133163385326
570046,9230.006501283438
125515,5567.506203301451
631827,7377.255583403965
488238,6825.759706888816
595013,-3.8552574204978596
669612,6901.8198661388105
522340,3252.788166625029
145188,98.98124045666155
29075,7.334347940599959
620257,6888.539303674227
423909,4754.174614858741
5513,7889.621177333733
157741,5537.2507406720115
403411,6258.815975234204
668630,4221.114586258019
679924,4.27928977176757
127691,2435.793376206254
350679,4875.724280280515
176758,14.947721772307267
468908,96.46607093919114
491932,8791.083827885777
528951,14241.567704193747
708502,7116.553123326711
225772,4896.975262401194
646442,6583.010452406098
65737,5415.683417619973
495271,7368.231872677713
678378,10817.448904913184
540127,7031.572793476729
655764,9016.35349309397
668040,2351.5109415057855
5574,8397.31909036159
540911,4568.79198868634
234996,4837.426271881811
144721,10665.161038387301
454454,76.61067940593031
42681,7185.156285262231
685198,9589.44595121774
245786,54.27822433683561
489190,11831.214709160338
452872,3430.9824631740153
438242,7100.449421840847
173708,5930.429235402899
500897,5902.556551200607
252009,3157.9331747298615
489277,7560.604507944634
217799,7612.2262496621215
570087,2700.262686638072
277343,4963.465434945296
246393,9886.928646006121
333826,6260.647411123736
273126,56.67344376126801
633257,4136.626599804107
536436,2817.6097851390077
392807,6034.90197295096
9658,7551.922479892457
672437,-164.3590145254346
495729,6189.806613920159
463735,5313.507876603268
639793,7573.592333847559
480953,6827.43700732338
410159,10039.603389380309
615202,6944.4893324147015
293906,9512.287000564871
392923,7232.448542607718
196232,6366.124885689078
596255,5939.388744567525
549235,7631.74169871689
230156,7592.465488732632
597117,9834.098737701626
685371,5428.937448744637
646858,2489.950165584843
251679,7052.2258246641695
67256,10281.476521612305
241647,10410.70399988438
84242,14631.296450123364
264455,7745.081541438466
700950,4864.946736790927
466720,5894.183804752706
220602,32.43413196659861
437208,5701.833249674226
88172,7358.035887687262
441975,94.95133163385326
66246,6489.063688266198
400714,11380.805900573758
629670,4762.702343076225
354403,4000.1711130138165
229713,6372.244941087383
392982,3363.7303305037776
16858,4533.561457792148
201905,6430.612593979794
53626,8338.029422736685
475129,9552.172044114719
504712,7509.506915681543
600087,5118.355078166571
230229,9848.349169366305
675976,12158.367228852028
137686,11590.636093662302
582562,7464.077565674399
323476,5309.714096651856
136418,76.50389452338337
111652,6420.94077649693
678755,10321.373684409355
67477,6182.8270862763775
564828,5102.737151660175
570369,23.541464312938007
123695,4640.241522170789
230390,5885.4155182013465
394879,37.56624577185459
359641,9558.07525685234
413992,3645.341598910283
281975,6122.083760837447
197809,5798.731046147405
383747,7517.118784580644
337889,6999.489711615879
654060,5778.335785846606
604564,7163.053490861271
174211,8867.449221596067
197231,7192.531653562208
514692,6025.10175944814
15349,-13.110459192657924
206461,9952.606342052542
10577,5243.735222679346
497421,13454.515205371565
415599,10141.868016545173
51571,3197.809699303952
609730,11845.98374861726
296632,15826.455953385275
423520,4103.84255143139
290548,9438.50655825732
419665,4295.817955194679
420538,7476.783417396588
217544,5119.170804337748
132638,42.177944334613166
161231,8681.28313348259
60960,37.52323901069442
669836,9488.69575368121
468622,330.2226540377195
305160,4302.666467819396
2335,6852.496076936114
3194,-13.950242737594266
412316,6533.246760155111
98287,8858.229404652404
695502,5212.180757464361
630407,6025.1169926855455
571087,8410.735331546788
432742,6659.672016194843
71057,7480.472891716076
256949,-13.810375956496854
497297,8722.644029947365
362059,8207.937577696033
114603,4963.125679840281
537324,54.2050716634355
302542,6311.06053593679
477958,7048.078487345195
372155,5182.360775565961
497614,4736.4690624376535
115863,10485.045294328791
536522,9388.95332540388
60343,3678.9398609312752
150664,2761.889449897227
7299,6093.369778768736
114384,6484.628375680177
693342,11010.664590898663
547500,8436.696629291482
24623,7286.735586198118
664784,22.959833332617617
337487,222.0915340778945
670167,11742.008999381615
224544,8752.477446089797
108066,7787.720305665973
694229,8612.912044812725
234270,16299.091876746485
172277,8356.255218933129
562833,10920.04766313789
467388,14543.357925132146
481994,34.33632040521835
74511,2712.1027705195274
180279,8227.889492668304
563513,7948.420532509742
673266,7771.681684764807
361359,9619.49096533727
570560,5943.3390069788275
429539,7183.2537014016425
549400,7823.39860509144
150021,8071.772573744463
696001,8142.155856288529
441003,7337.967281804458
704418,10742.46304358045
230374,6183.67959577298
538264,8054.009235312538
287032,6484.522631142532
347925,7708.429510284912
565729,11512.061313091774
622490,4797.11270149037
87673,7118.585535297123
678101,-38.40279809938128
523800,9556.181901680618
148824,10563.777400528812
214350,10378.86651238746
24194,4881.925359282741
622560,10272.938240564576
412622,8704.141354266936
393964,5443.389582420351
499205,7998.982436127669
197329,20.401822927880445
343824,4075.583685960128
609826,8455.983899743369
339822,6231.493478483898
74602,4648.399173021151
449064,6842.064584994491
102407,5275.358741473178
259790,6940.707351784892
18737,14529.536720350037
136994,8576.126756378193
225299,-26.149655234600708
230115,7338.453402149178
395685,14.947721772307267
587529,11417.466045560093
184611,12406.17638449601
31771,8648.613837251914
640775,5205.654366794774
507006,18814.13430720756
134574,5698.582039441418
221934,12622.059821969717
297296,4567.891593467434
382099,7.334347940599959
552080,4910.644179864735
140685,19.055672433027585
419236,8986.637624488381
672815,3376.14208449905
136295,7361.96829874258
625267,6142.57242158465
703298,9374.155711963547
595487,9362.639288990656
515101,6675.506983252088
702585,4250.97380324693
598063,6527.420805900828
619523,-38.40279809938128
306390,4274.600998056869
435450,3.0120739634549674
150532,6171.93395370415
403221,6533.378541106805
703213,-55.472932837610124
243491,5747.952181955094
522874,5005.489322200251
455877,-8.759906270175216
652038,7019.504909526904
559612,3863.115853815592
502957,5009.270105198088
207079,-70.47296985026537
701479,9472.842469790088
378895,9064.391351806382
39102,5980.152827820392
189980,5083.307488231526
55627,6432.246954663835
440244,7560.806036840459
393373,590.1716431428123
168711,5801.246134457333
426376,4932.6828600411
550128,8035.807076462957
428101,7078.154453776023
111192,8888.310329529897
682264,5421.253011948228
635668,5616.2319012451
443107,2899.7818862809204
700963,11011.21794985481
676824,6139.710581945411
626155,3696.7003726885373
4710,8376.404270193516
338712,6139.508306237596
623230,6961.536064413427
351337,4344.099115112022
289360,6107.242687636383
67026,6700.410851478878
574873,4101.649785493265
380873,7571.249216285342
266763,7314.562564111909
547057,6546.908689339884
412019,7316.845287501291
385076,9385.288558331342
356595,5935.048428526376
438458,4531.549402847795
197609,8852.977115542724
15762,11850.470942345793
39782,9137.887183280389
94951,5726.596805229419
580011,7755.841630497654
348407,4315.038937530529
565276,9580.314305597973
410520,7083.226593070112
246893,5435.553514412956
488464,7144.018764625624
467354,3368.448652794062
391296,-124.33823680698922
255552,7081.174195758915
128134,11420.169956602613
509447,6038.142291177599
3170,39.93729116351324
394679,5382.732834410055
682427,5187.6271045834565
222060,2968.9851940025037
246137,238.9991116739912
512513,5975.474620357318
244585,3357.5569504627388
615326,6289.074871343161
426811,4069.8747140334303
151417,6869.58095985193
271324,6.420048230124061
573860,8002.594489835892
81535,5230.346030644551
688138,126.34803773345313
559815,9164.549235017737
134732,7142.359201611265
322997,9089.015679173148
42822,4837.450762651204
626188,10238.92940345843
266689,4090.931542167973
43158,97.49368009469423
82019,9140.303518997
616029,7163.504229642312
707644,64.18315596387978
39859,5100.441999070648
602329,76.50389452338337
631180,7112.703814206603
140558,2695.58971903529
170717,-26.890475900690372
531717,9391.989965659535
227681,12685.984044488363
174572,4707.1516043929005
300906,6163.184210665047
155010,75.04399272413765
648999,16770.066391357726
690054,82.76617295375569
27358,5511.792366241895
144608,10439.839966661166
469181,6.420048230124061
446737,5520.972869725963
308867,4320.443954617065
51258,3977.27020321416
359677,6623.760731765868
129846,4875.786845293904
1149,15.710768437302907
633111,4054.4173918360902
292366,13067.668101951982
409043,3910.3236075859063
256980,5556.245724681831
268334,6012.318205164548
2160,270.73751299304695
5758,4658.418729616055
289577,346.04352997763715
477292,4197.862871090665
170671,13879.463561253018
609259,4469.106470028696
151625,7569.656125864564
651202,7773.321369977331
231073,20364.227118779327
678209,8218.181973663986
663941,-8.339818656619272
606620,140.48730498638017
128479,2616.431949409422
150801,7073.498793956478
622129,6292.495743235101
339259,4472.690418807689
94161,2686.3254852753466
40355,76.50389452338337
287798,4102.562628074455
52344,18.192028463754237
205218,7321.9566492155145
647262,45.010701215069226
53839,8206.869166180368
108629,5613.529734090199
18964,56.227260377253174
83254,8243.963562676267
32589,11771.044773068104
147880,2700.922327292049
58339,9986.524506680436
475551,6664.105318593315
372801,7765.8782961521665
504283,5746.130785158126
191950,5558.215187109229
152965,78.92236472425672
356467,4486.571847690819
259565,5212.202998971854
195615,3193.9153040458727
596927,6634.193337536712
660531,85.23604493552472
410887,2939.4610831603786
367136,8874.078126222106
654830,-182.0006212664198
586112,6912.584636410675
395707,10864.914850215084
613842,7769.579570789776
433782,8860.902553856158
62318,5565.7196793449175
141939,4590.878385506424
23542,6018.256448382891
165113,4843.765101235732
476320,7044.98625464661
624831,3314.7704856789665
225770,4737.189333526813
579330,9129.062742302967
42494,6741.065793884736
90464,5453.693443206089
566092,20.401822927880445
431680,9262.087126289975
688583,6109.4019760175115
247307,4775.047406124222
255502,93.46033557414454
386497,3407.2116197817145
249368,4384.752054668823
266057,5002.415534670497
438079,6033.641528560793
282233,5508.7726007703295
29852,7781.552077483205
555568,4807.471094745094
22039,7008.177627708419
141704,5128.6931407032425
522016,9528.204587947368
636125,6722.639798268729
427338,8134.732268588709
340524,121.74651459293051
229292,6766.375887394974
51891,65.64475687094176
465430,8193.686601282294
451940,10762.068691547782
640942,3304.4771388990025
108557,51.226427687805995
94073,169.63726929515474
686098,6615.421295497962
665651,6.420048230124061
224698,107.16744697095754
548526,5051.799693240128
223339,4088.6020523083275
579391,6653.671148018008
457888,6690.294917819752
669623,12553.595794779318
223824,17.279185882565645
654894,9114.402569936226
646889,7112.535780073927
586466,8806.443612355944
508931,11278.613251343759
212543,-30.641494708162273
282508,125.38408937841827
281300,8.557461213583059
87997,20.401822927880445
62064,8243.713292921115
126567,36.030241127914294
621388,3391.8627738427444
357273,-107.14340317563754
403855,7136.97756189597
10687,5534.292698697495
372941,-139.51819130728845
92055,5335.718156855136
237033,94.77733739554505
595528,20.401822927880445
328197,6774.036426546454
529433,265.7878993255692
548938,278.3508868247543
50568,5286.3642160337085
355134,6840.776736992983
188815,10596.970540084409
258297,10501.628848550676
672499,7838.135038007036
703324,7259.799854122662
426893,7094.2213618574015
674649,25.116495138779904
196237,4247.2430604098545
443948,7640.376814464037
474857,4344.316462590205
509848,8309.166484751493
245862,5597.054407666841
588738,6126.685794608083
672329,29.838665056509345
566311,6157.344603835731
490521,8859.323030240686
581868,6258.244870716191
37268,11363.506328039482
22624,3010.7392886217813
26960,5530.864911408947
329830,108.89668739610555
608626,37.52323901069442
355991,3861.2451762727746
596388,27.96840359647241
113674,9912.133577681285
280998,9524.95454524876
206336,-76.68714888219071
250696,126.32438516751368
110876,4902.00278394824
477340,5575.412836002404
52197,5043.38966769541
152979,47.228414020934835
429220,35.58177742817971
319592,8.36150981263874
361638,9613.284392447304
379656,6716.085313001512
686530,7902.326459141221
490247,5266.47106855835
311079,6014.086028941759
585815,14748.717991996442
246339,4065.394462885284
7338,-0.23223272799199945
626973,-28.903526762578704
457143,19213.11484560538
29072,5566.085833018749
487390,2609.048432663354
398680,7408.782183248082
664968,8453.163575136592
695390,8048.274151549996
364108,7891.886669218187
501842,15318.069855365778
275677,8562.262355635963
347859,7994.891901538056
583901,112.07274771666721
228962,3192.1881083782923
247153,8019.984238800318
690168,6587.2790340147085
335878,7615.080582374944
163908,6740.6062705292
35039,18.5936184662387
509099,17.279185882565645
320778,7575.797596582815
588788,2816.4283347372107
36145,6405.008205006579
711584,6701.083231603327
458719,5453.81532882702
547135,7132.085304641932
152105,3832.6044479950733
275781,6278.519014808545
489352,1405.2278816544476
454268,7713.906827603579
609835,11758.6000498457
107514,6099.583695390479
269229,4344.715013466179
256408,4775.322942540698
621405,6074.5368145748325
422234,10325.794329212378
397857,8030.193960221975
560672,-70.71593825630227
189554,8160.860816557861
156252,7539.505723933427
84291,5334.526980511749
360207,3972.7436963356768
275821,6836.0757867032435
30744,3727.9015752472105
101525,6498.6576417511915
427838,5054.163952124981
639457,3741.5613481093483
366006,-20.864596789560558
458140,6262.213347343415
354985,8339.062708769558
341650,4095.539650493806
247933,6750.662935928192
431521,8515.696928008461
139237,9574.704364733618
237618,20.401822927880445
349424,3231.1793517912865
548876,8559.793006931191
326820,7596.599201480665
539329,4960.402377597678
465675,7902.254010669871
450101,12672.953442617625
644359,-8.759906270175216
573932,7880.373894022433
62457,5407.324267501603
251838,5219.29677479275
595727,5641.1277460206775
258717,5775.287845847584
124013,6509.610816889216
698974,-89.89133954908301
29533,9999.390838144442
43596,4427.871136560046
125276,4327.550687441328
418860,3189.7129308940325
123166,6786.7109577109195
256628,7094.327839664666
365639,4468.348408234148
147154,6465.155158095469
668309,4890.792754757334
707738,5444.490357038317
617364,5217.1903491590265
216637,12561.744966113778
581662,9707.651449754665
680363,6168.872311143467
94262,208.81392622457952
410808,112.07274771666721
358453,10060.369172329014
377289,4928.920571180831
335505,-8.759906270175216
354265,6534.510478129274
418464,9504.829261216422
70895,6559.259144992272
242789,4368.040710745808
63995,3829.329453369598
389982,6925.9303232773345
127477,5367.781314607942
509548,7879.565142274822
172261,4482.141285531905
136822,-34.846371487316986
289972,6206.282035605279
243948,12081.653117565835
126574,6506.717256576909
49383,5407.315810585501
342160,17625.311231544398
689046,6672.159796475239
443312,4288.576098907822
366449,7263.535078957611
300169,8811.224227924598
108869,7162.274984818741
699676,6617.799089213452
8439,13555.702053640423
368553,8075.8932592993715
248861,5928.821202511535
1899,6532.084429024156
325863,14521.512701273583
575911,4076.378337950539
286501,6864.968695462871
483765,263.170932324455
591184,7727.752655171209
192200,8019.984238800318
454870,6147.569569252259
269369,5060.449569578915
185340,9901.624871149217
181431,564.5278588321285
668292,20.401822927880445
287315,4669.932606775709
356559,3475.254887156525
569626,6121.4277739383015
530604,6585.651585602101
66428,6328.9635063770575
169065,16062.584568375705
251680,27.96840359647241
271426,9561.44246815333
258961,13329.842305314796
101206,-131.95161063869648
558154,-10.969700734301435
197922,3946.042047961112
361531,4839.432752529677
628779,-20.864596789560558
510961,9563.644075388689
591072,4940.161310482055
237440,4455.5273358815275
384521,8267.787405012043
448170,7286.309254885957
251331,3667.45646474047
359226,9828.953801222358
572132,5415.683417619973
624334,4887.824480100734
91584,7639.780058332275
679612,4386.343302291423
661193,7595.911739418659
58470,7372.489896817106
593125,5734.417004989745
